11,78,4.8
11,175,3.6
11,153,4.2
11,320,1.9
11,287,4.5
11,385,0.1
11,257,4.1
11,81,2.2
11,115,5
11,229,4.1
11,150,3.3
11,352,3.2
11,319,4.6
12,24,3
12,308,4.6
12,172,4.6
12,6,4
12,174,2.6
12,378,2.9
12,380,4.5
12,248,2.5
12,350,3
12,109,4.6
12,389,4.5
12,40,0.5
12,160,2.1
12,329,4.7
12,255,0.8
12,392,2.8
12,220,2
12,10,4.5
12,36,3.1
12,65,2.8
13,394,1.2
13,45,4.9
13,252,1.9
13,384,0.4
13,60,1.4
13,126,3.7
13,161,1
13,178,4.5
13,292,0.9
13,152,4.4
13,125,1.7
13,165,4.6
13,364,3
13,276,4
13,57,1
13,155,2.2
13,93,2
13,274,1.4
13,270,3.1
13,328,3.7
14,377,2.2
14,268,2.8
14,66,5
14,39,0.1
14,311,4.5
14,86,0.1
14,118,0.7
14,223,0.4
14,169,3
14,262,3.6
14,325,4.3
14,241,2.5
14,386,0.3
14,235,2.5
14,301,5
14,116,2.2
14,33,0.7
14,143,4.5
14,190,2
14,13,2.6
15,34,3.8
15,168,0.7
15,97,1.2
15,166,2.6
15,330,3.1
15,124,4.9
15,59,1.2
15,226,1.3
15,163,3.2
15,400,1.1
15,296,4.5
15,343,1.2
15,278,2.1
15,148,1.8
15,158,1.1
15,331,4.8
15,273,0.4
15,297,5
15,286,4.3
15,47,3.2
16,279,4.3
16,162,0.2
16,334,1.7
16,54,0.3
16,100,4.1
16,41,2.8
16,105,3
16,180,0.3
16,123,4.9
16,11,4.6
16,373,4.7
16,146,1.6
16,119,1.2
16,46,1.8
16,7,4.3
16,69,2.7
16,48,0.2
16,49,1
16,337,4.7
16,79,2.2
17,21,2.5
17,303,4.8
17,164,3.1
17,280,0.4
17,234,4.5
17,102,2.4
17,243,4
17,387,3.5
17,306,2.4
17,368,3.1
17,213,2.3
17,104,1.6
17,369,4.9
17,77,4.7
17,323,1.8
17,291,4.1
17,251,1.8
17,309,2.7
17,2,0.3
17,5,0.4
18,264,4.9
18,236,2.5
18,225,1.4
18,151,2
18,265,2.7
18,195,0.3
18,132,1.2
18,95,1.1
18,217,1.2
18,145,3.9
18,137,1.8
18,197,2.7
18,249,1.7
18,240,1.1
18,29,1.9
18,204,3.7
18,128,2.7
18,228,1.4
18,314,0.3
18,201,2.1
19,335,2.8
19,179,1.5
19,113,1.9
19,189,0.7
19,366,2.8
19,232,1.5
19,110,2.2
19,154,3.2
19,260,1.9
19,85,1.7
19,185,3.5
19,221,0.6
19,71,0.2
19,136,4.1
19,326,2.4
19,133,3.7
19,68,2.9
19,267,0.4
19,351,1.8
19,19,4.5
20,347,3.7
20,194,2.7
20,88,3
20,283,0.8
20,200,3.9
20,266,0.7
20,360,4.7
20,199,4.2
20,42,4.6
20,12,3.4
20,64,3
20,182,4.4
20,224,4.4
20,333,1.2
20,67,1.1
20,43,1.3
20,120,0.2
20,25,1.3
20,227,2
20,156,0.5
2,316,4.3
2,341,1.1
2,177,3.4
2,55,1
2,112,3.2
2,32,2.4
2,230,0.6
2,363,1.5
2,345,0.7
2,355,2.6
2,82,4.6
2,289,2.8
2,44,3
2,99,4.1
2,399,4.6
2,269,3.2
2,147,2.6
2,214,3
2,382,1.3
2,375,1.8
3,316,2.7
3,341,3.6
3,177,0.7
3,55,4.8
3,112,0.4
3,32,2.1
3,230,4.9
3,363,4.6
3,345,0.4
3,355,3.1
3,82,0.3
3,289,0.7
3,44,0.5
3,99,3.7
3,399,4.3
3,269,1.1
3,147,3.7
3,214,4.6
3,382,3.1
3,375,1.9
4,284,1.7
4,90,4.2
4,322,2.9
4,231,1
4,353,4.4
4,219,5
4,358,4.4
4,183,2.5
4,298,2.1
4,361,0.1
4,173,0.4
4,327,4.6
4,103,2.8
4,27,4.7
4,122,1
4,192,2.3
4,215,3.7
4,138,2
4,196,0.5
4,374,1.2
5,284,1
5,90,2.8
5,322,4.4
5,231,1.3
5,353,0.3
5,219,4.9
5,358,4.6
5,183,0.9
5,298,4.9
5,361,3.1
5,173,5
5,327,2.5
5,103,0.8
5,27,3
5,122,0.3
5,192,2.1
5,215,2.5
5,138,1.7
5,196,3.2
5,374,1.3
6,17,1.4
6,211,0.5
6,84,1.3
6,315,2.3
6,396,3
6,91,4.9
6,275,0.8
6,23,0.1
6,272,4.4
6,349,1.3
6,76,2.7
6,198,2.7
6,1,0.7
6,294,4.1
6,208,3.1
6,9,3.1
6,191,2.8
6,74,3.6
6,117,4.5
6,98,0.3
7,17,2.8
7,211,4.2
7,84,1.3
7,315,4.8
7,396,1.2
7,91,3.7
7,275,0.5
7,23,1.1
7,272,3.6
7,349,1.9
7,76,1
7,198,1
7,1,3.6
7,294,4.3
7,208,1.3
7,9,0.6
7,191,1.4
7,74,3.2
7,117,1.6
7,98,2.6
8,238,3.4
8,140,4.6
8,127,0.7
8,324,0.7
8,310,2.6
8,149,2.9
8,371,1.8
8,134,1.1
8,391,3.6
8,129,3.9
8,247,3
8,4,3.3
8,348,4.7
8,259,2.6
8,239,4.8
8,15,1.7
8,8,4.6
8,107,1.2
8,281,3.2
8,83,3
9,238,3.4
9,140,0.9
9,127,3.6
9,324,1.2
9,310,1.2
9,149,2.7
9,371,1.8
9,134,4.2
9,391,3.6
9,129,2.3
9,247,2.7
9,4,0.8
9,348,3.3
9,259,4.2
9,239,3.9
9,15,0.8
9,8,4
9,107,5
9,281,1.9
9,83,3.7
10,242,0.7
10,342,2.7
10,31,5
10,212,4.3
10,339,2.3
10,52,4
10,277,2.2
10,300,4.9
10,106,1.6
10,205,2.9
10,94,0.5
10,254,1.3
10,344,3.8
10,246,3.1
10,263,2.2
10,295,4.2
10,312,0.1
10,142,0.3
10,63,3.9
10,253,3.8
11,242,2.4
11,342,1.8
11,31,3.8
11,212,0.5
11,339,1.2
11,52,3.1
11,277,4
11,300,4.4
11,106,0.1
11,205,1.8
11,94,2.3
11,254,2.8
11,344,4
11,246,4.6
11,263,4.7
11,295,4.5
11,312,4.1
11,142,3.3
11,63,1
11,253,4.7
12,395,3.2
12,379,2.3
12,72,1.3
12,258,0.1
12,176,4.9
12,321,3.5
12,288,4.3
12,78,1.4
12,175,1.9
12,153,2.3
12,320,1.9
12,287,0.1
12,385,3
12,257,2
12,81,0.3
12,115,3.4
12,229,2
12,150,1.4
12,352,1
12,319,0.3
13,395,3.9
13,379,3.3
13,72,3
13,258,3.2
13,176,1.1
13,321,1.5
13,288,2.2
13,78,2.5
13,175,4.6
13,153,0.4
13,320,2
13,287,3
13,385,3.8
13,257,3.3
13,81,3.9
13,115,1.6
13,229,3.4
13,150,1
13,352,0.2
13,319,0.6
14,394,0.7
14,45,4
14,252,0.1
14,384,4.1
14,60,3.4
14,126,1.4
14,161,4.9
14,178,0.5
14,292,3.9
14,152,4.4
14,125,4.9
14,165,2.4
14,364,4.1
14,276,2.7
14,57,1.4
14,155,4.5
14,93,0.9
14,274,3.4
14,270,3.2
14,328,2.5
15,394,0.6
15,45,0.9
15,252,4
15,384,0.1
15,60,1.1
15,126,4.6
15,161,2.9
15,178,2.5
15,292,3.8
15,152,4.6
15,125,0.6
15,165,2
15,364,2.8
15,276,1.5
15,57,1.8
15,155,3
15,93,0.1
15,274,0.5
15,270,0.6
15,328,3.9
16,168,1.5
16,97,2
16,166,1.8
16,330,2.7
16,124,2.9
16,59,4
16,226,0.1
16,163,3.9
16,400,1.5
16,296,4.9
16,343,4.9
16,278,4.3
16,148,0.8
16,158,4.2
16,331,4
16,273,0.9
16,297,4.1
16,286,0.2
16,47,2.8
16,34,0.1
17,168,3.7
17,97,0.6
17,166,1.4
17,330,0.4
17,124,2.6
17,59,1.9
17,226,0.8
17,163,3.5
17,400,0.7
17,296,3.5
17,343,4.6
17,278,4.4
17,148,0.2
17,158,3.8
17,331,2.7
17,273,3.6
17,297,3.9
17,286,1.9
17,47,5
17,34,1.3
18,21,2.3
18,303,3.2
18,164,4.9
18,280,0
18,234,4.1
18,102,3.1
18,243,3
18,387,4.3
18,306,2.2
18,368,4.7
18,213,1.2
18,104,1.2
18,369,2.4
18,77,0.2
18,323,4
18,291,2.3
18,251,3
18,309,1
18,2,2
18,5,2.4
19,21,2.5
19,303,3.1
19,164,3
19,280,2
19,234,3.3
19,102,4.9
19,243,4.8
19,387,4.9
19,306,0.8
19,368,2.9
19,213,4.8
19,104,0.2
19,369,4.2
19,77,4.6
19,323,1.7
19,291,2.8
19,251,4.4
19,309,2
19,2,1.6
19,5,2.8
20,21,3.7
20,303,4.7
20,164,0.7
20,280,4.9
20,234,2.4
20,102,4.9
20,243,0
20,387,0.4
20,306,4.1
20,368,3.9
20,213,1.2
20,104,1.5
20,369,3.4
20,77,0.6
20,323,0.5
20,291,2.3
20,251,4.7
20,309,1.4
20,2,4.7
20,5,2.5
20,1,0.1
20,90,4.6
20,90,1.8
20,89,1.2
20,98,3.3
20,41,4.7
20,33,1.4
20,37,3.8
20,14,3.3
20,46,3.9
20,28,1.8
20,90,1.6
20,90,2.6
20,68,0.5
20,27,0.5
20,75,0.8
20,42,2
20,56,1.5
20,85,4.4
20,17,0.4
21,39,0.3
21,18,0.4
21,39,0.3
21,59,2.1
21,49,1.3
21,71,2.9
21,24,4.6
21,61,0.7
21,71,1.7
21,72,3.6
21,94,3.2
21,41,2
21,89,4
21,52,1.9
21,31,4.8
21,23,2.8
21,3,1.8
21,98,0.6
21,20,1.7
21,94,4.8
21,84,4.8
21,38,2.8
21,2,1.5
21,98,1.1
21,45,0.4
21,72,3.7
21,44,3.5
21,29,3.4
21,28,2.9
21,29,3.9
21,96,3.3
21,95,3.6
21,84,2.4
21,75,3.1
21,9,0.4
21,95,0.8
21,4,1.5
21,85,3.6
21,97,0.2
21,10,3.7
22,85,0.9
22,67,2.3
22,85,3.8
22,65,1.1
22,54,4.5
22,5,1
22,45,1.8
22,29,3.7
22,9,0.4
22,56,1.4
22,17,2.6
22,2,2.6
22,70,2.9
22,84,2.7
22,76,5
22,55,4.9
22,38,0.2
22,20,2.1
22,90,4.8
22,30,3.2
22,24,4.1
22,22,0.5
22,73,2
22,56,3
22,76,4.5
22,28,1
22,6,0.7
22,86,3.6
22,73,2.4
22,15,1.5
22,30,4.6
22,78,4.3
22,17,1.4
22,97,0.2
22,53,3.9
22,66,0.4
22,1,0.4
22,49,4.8
22,73,1.5
22,83,1.9
23,65,1.8
23,24,1.4
23,3,4.3
23,70,4.8
23,62,4.9
23,7,1.1
23,50,4
23,57,1.2
23,96,3.4
23,31,4.4
23,91,4.6
23,29,1.8
23,85,4.3
23,90,3.7
23,20,0.9
23,73,4.4
23,68,1
23,51,1.4
23,79,0.5
23,13,2.6
23,72,2.7
23,57,1
23,37,0.3
23,39,2.7
23,13,4.4
23,83,0.8
23,30,1.8
23,34,2.7
23,87,3.9
23,66,1.1
23,18,0.3
23,81,5
23,42,1.1
23,94,0.9
23,42,3.8
23,21,0
23,23,0.9
23,78,4.1
23,48,0.8
23,77,0.9
24,57,3.1
24,27,2.3
24,66,0.2
24,45,3.1
24,67,0.3
24,53,1.8
24,93,2
24,98,0.5
24,86,2.5
24,46,3.4
24,85,4.9
24,8,3.4
24,58,2
24,79,3.5
24,77,3
24,68,4.7
24,68,0.9
24,77,1.9
24,87,0.7
24,29,2.8
24,10,3.4
24,93,2
24,3,2.2
24,14,3.1
24,22,3.4
24,35,4.3
24,89,2.4
24,13,5
24,13,2.6
24,13,3.5
24,67,2.7
24,51,1.2
24,2,4.9
24,26,1.5
24,69,2.3
24,97,0.4
24,42,0.2
24,94,2
24,69,0.7
24,75,2
25,36,0.7
25,48,0.2
25,98,3.2
25,56,2
25,81,2.6
25,34,0.6
25,56,0.2
25,36,4.9
25,33,0.4
25,85,2.4
25,28,2
25,22,3.6
25,66,2
25,58,0.8
25,1,2.8
25,95,1.9
25,75,1.2
25,60,2.5
25,59,2.1
25,79,2.6
25,26,1.8
25,88,4.7
25,69,4.2
25,100,5
25,21,4
25,65,4.7
25,32,4.4
25,80,0.6
25,94,4.2
25,76,4.5
25,41,4.5
25,51,2.6
25,36,2.5
25,30,0
25,100,0.9
25,30,4.3
25,2,4
25,14,4.3
25,40,0
25,5,3.3
28,4,4
28,6,2
28,6,4
29,2,5
1,90,5
1,3,5
30,1668,4
30,33,5
36,3,4
36,2945,4
36,606,4
39,118,4
39,118,3
